PERIOD,STATE_ID,STATE,MIN_C,MEAN_C,MAX_C,PRECIPITATION_MM,MIN_F,MEAN_F,MAX_F,PRECIPITATION_IN
2007-08-01,20,Oaxaca,21.1,26.3,31.5,306.1,69.98,79.34,88.7,12.051157000000002
2007-08-01,21,Puebla,12.5,19.0,25.6,365.2,54.5,66.2,78.08,14.377924
2007-08-01,22,Querétaro,14.2,20.4,26.5,100.9,57.56,68.72,79.7,3.9724330000000005
2007-08-01,23,Quintana Roo,24.4,29.4,34.4,198.9,75.92,84.91999999999999,93.91999999999999,7.830693000000001
2007-08-01,24,San Luis Potosí,19.6,25.7,31.9,336.9,67.28,78.25999999999999,89.41999999999999,13.263753
2007-08-01,25,Sinaloa,23.6,29.4,35.1,192.5,74.48,84.91999999999999,95.18,7.578725
2007-08-01,26,Sonora,22.5,28.8,35.2,88.9,72.5,83.84,95.36,3.4999930000000004
2007-08-01,27,Tabasco,23.2,28.3,33.5,469.2,73.75999999999999,82.94,92.3,18.472404
2007-08-01,28,Tamaulipas,23.4,28.9,34.4,219.3,74.12,84.02,93.91999999999999,8.633841
2007-08-01,29,Tlaxcala,9.0,16.4,23.9,139.9,48.2,61.519999999999996,75.02,5.507863
2007-08-01,30,Veracruz,20.5,25.7,30.9,346.1,68.9,78.25999999999999,87.61999999999999,13.625957000000001
2007-08-01,31,Yucatán,22.5,28.6,34.7,208.9,72.5,83.48,94.46000000000001,8.224393000000001
2007-08-01,32,Zacatecas,12.6,19.0,25.4,60.1,54.68,66.2,77.72,2.366137
2007-09-01,0,Mexico,18.2,24.2,30.2,146.2,64.75999999999999,75.56,86.36,5.755894
2007-09-01,1,Aguascalientes,12.7,19.4,26.2,56.6,54.86,66.92,79.16,2.228342
2007-09-01,2,Baja California,17.9,25.2,32.6,1.5,64.22,77.36,90.68,0.059055
2007-09-01,3,Baja California Sur,22.4,28.3,34.2,122.3,72.32,82.94,93.56,4.814951
2007-09-01,4,Campeche,22.4,28.1,33.7,221.5,72.32,82.58,92.66,8.720455000000001
2007-09-01,5,Coahuila,18.7,24.8,30.9,60.0,65.66,76.64,87.61999999999999,2.3622
2007-09-01,6,Colima,22.4,27.2,32.0,203.8,72.32,80.96,89.6,8.023606000000001
2007-09-01,7,Chiapas,20.3,25.5,30.7,368.3,68.54,77.9,87.26,14.499971
2007-09-01,8,Chihuahua,15.2,22.0,28.8,75.0,59.36,71.6,83.84,2.95275
2007-09-01,9,Ciudad de México,11.9,17.4,23.0,193.7,53.42,63.32,73.4,7.6259689999999996
2007-09-01,10,Durango,13.7,20.1,26.6,83.8,56.66,68.18,79.88,3.299206
2007-09-01,11,Guanajuato,13.3,20.1,26.9,120.9,55.94,68.18,80.42,4.759833
2007-09-01,12,Guerrero,20.0,25.7,31.4,194.9,68.0,78.25999999999999,88.52,7.6732130000000005
2007-09-01,13,Hidalgo,12.7,18.4,24.1,137.7,54.86,65.12,75.38,5.4212489999999995
2007-09-01,14,Jalisco,16.5,22.3,28.0,153.5,61.7,72.14,82.4,6.0432950000000005
2007-09-01,15,Estado de México,9.8,15.7,21.6,163.9,49.64,60.26,70.88,6.452743000000001
2007-09-01,16,Michoacán,14.3,20.7,27.2,151.5,57.74,69.25999999999999,80.96,5.964555000000001
2007-09-01,17,Morelos,16.2,22.1,28.1,119.8,61.16,71.78,82.58,4.716526
2007-09-01,18,Nayarit,22.2,27.6,33.0,192.5,71.96,81.68,91.4,7.578725
2007-09-01,19,Nuevo León,19.2,25.0,30.8,105.2,66.56,77.0,87.44,4.141724
2007-09-01,20,Oaxaca,20.9,25.8,30.6,190.0,69.62,78.44,87.08000000000001,7.480300000000001
2007-09-01,21,Puebla,12.6,18.5,24.5,310.4,54.68,65.3,76.1,12.220448
2007-09-01,22,Querétaro,13.8,19.5,25.3,86.5,56.84,67.1,77.54,3.4055050000000002
2007-09-01,23,Quintana Roo,24.1,28.9,33.8,107.0,75.38,84.02,92.84,4.2125900000000005
2007-09-01,24,San Luis Potosí,18.3,23.9,29.5,233.1,64.94,75.02,85.1,9.177147
2007-09-01,25,Sinaloa,23.2,28.9,34.6,171.3,73.75999999999999,84.02,94.28,6.744081
2007-09-01,26,Sonora,20.9,27.8,34.8,157.0,69.62,82.04,94.64,6.18109
2007-09-01,27,Tabasco,22.9,27.6,32.4,313.7,73.22,81.68,90.32,12.350369
2007-09-01,28,Tamaulipas,21.7,27.0,32.2,149.3,71.06,80.6,89.96000000000001,5.877941000000001
2007-09-01,29,Tlaxcala,8.7,15.7,22.7,102.7,47.66,60.26,72.86,4.043299
2007-09-01,30,Veracruz,20.1,24.6,29.2,304.2,68.18,76.28,84.56,11.976354
2007-09-01,31,Yucatán,22.7,28.2,33.8,211.0,72.86,82.75999999999999,92.84,8.307070000000001
2007-09-01,32,Zacatecas,11.8,18.4,25.0,55.5,53.24,65.12,77.0,2.185035
2007-10-01,0,Mexico,14.9,22.1,29.3,79.3,58.82,71.78,84.74,3.122041
2007-10-01,1,Aguascalientes,9.4,18.0,26.6,11.5,48.92,64.4,79.88,0.452755
2007-10-01,2,Baja California,14.0,21.8,29.7,0.2,57.2,71.24000000000001,85.46000000000001,0.007874
2007-10-01,3,Baja California Sur,19.4,26.4,33.3,48.0,66.92,79.52,91.94,1.88976
2007-10-01,4,Campeche,21.0,26.2,31.5,276.4,69.8,79.16,88.7,10.881867999999999
2007-10-01,5,Coahuila,14.6,22.1,29.7,4.2,58.28,71.78,85.46000000000001,0.16535400000000003
2007-10-01,6,Colima,20.1,26.3,32.6,121.7,68.18,79.34,90.68,4.791329
2007-10-01,7,Chiapas,19.4,24.3,29.2,503.2,66.92,75.74000000000001,84.56,19.810984
2007-10-01,8,Chihuahua,10.5,19.4,28.4,14.0,50.9,66.92,83.12,0.55118
2007-10-01,9,Ciudad de México,10.6,16.3,22.1,50.9,51.08,61.34,71.78,2.003933
2007-10-01,10,Durango,9.3,17.9,26.5,12.7,48.74,64.22,79.7,0.499999
2007-10-01,11,Guanajuato,10.8,18.6,26.5,21.0,51.44,65.48,79.7,0.82677
2007-10-01,12,Guerrero,19.5,24.2,28.9,140.3,67.1,75.56,84.02,5.523611000000001
2007-10-01,13,Hidalgo,10.1,16.6,23.0,94.4,50.18,61.88,73.4,3.7165280000000003
2007-10-01,14,Jalisco,14.3,21.3,28.4,37.0,57.74,70.34,83.12,1.45669
2007-10-01,15,Estado de México,6.5,13.6,20.8,65.9,43.7,56.48,69.44,2.5944830000000003
2007-10-01,16,Michoacán,11.9,19.6,27.3,40.8,53.42,67.28,81.14,1.606296
2007-10-01,17,Morelos,14.1,21.2,28.3,48.9,57.379999999999995,70.16,82.94,1.9251930000000002
2007-10-01,18,Nayarit,21.0,27.7,34.4,48.9,69.8,81.86,93.91999999999999,1.9251930000000002
2007-10-01,19,Nuevo León,15.6,22.6,29.5,15.8,60.08,72.68,85.1,0.6220460000000001
2007-10-01,20,Oaxaca,19.2,24.2,29.2,115.3,66.56,75.56,84.56,4.539361
2007-10-01,21,Puebla,10.3,17.1,23.9,131.5,50.54,62.78,75.02,5.177155
2007-10-01,22,Querétaro,10.3,17.2,24.2,29.9,50.54,62.959999999999994,75.56,1.177163
2007-10-01,23,Quintana Roo,22.7,27.0,31.4,189.5,72.86,80.6,88.52,7.460615000000001
2007-10-01,24,San Luis Potosí,15.3,22.0,28.7,66.7,59.540000000000006,71.6,83.66,2.625979
2007-10-01,25,Sinaloa,20.3,26.7,33.2,16.0,68.54,80.06,91.76,0.62992
2007-10-01,26,Sonora,14.9,24.4,33.9,1.1,58.82,75.92,93.02,0.043307000000000005
2007-10-01,27,Tabasco,21.8,25.8,29.8,802.5,71.24000000000001,78.44,85.64,31.594425
2007-10-01,28,Tamaulipas,18.2,24.5,30.8,35.1,64.75999999999999,76.1,87.44,1.381887
2007-10-01,29,Tlaxcala,6.2,14.5,22.8,23.8,43.16,58.1,73.04,0.9370060000000001
2007-10-01,30,Veracruz,17.8,22.7,27.7,226.2,64.04,72.86,81.86,8.905494000000001
2007-10-01,31,Yucatán,21.1,26.3,31.5,136.8,69.98,79.34,88.7,5.385816000000001
2007-10-01,32,Zacatecas,8.2,16.6,25.0,12.1,46.76,61.88,77.0,0.476377
2007-11-01,0,Mexico,11.2,19.0,26.9,23.9,52.16,66.2,80.42,0.940943
2007-11-01,1,Aguascalientes,4.3,14.6,24.9,2.9,39.74,58.28,76.82,0.114173
2007-11-01,2,Baja California,11.4,18.4,25.5,31.2,52.52,65.12,77.9,1.228344
2007-11-01,3,Baja California Sur,15.5,22.4,29.3,0.0,59.9,72.32,84.74,0.0
2007-11-01,4,Campeche,17.8,23.8,29.8,26.9,64.04,74.84,85.64,1.059053
2007-11-01,5,Coahuila,9.6,17.5,25.4,16.8,49.28,63.5,77.72,0.6614160000000001
2007-11-01,6,Colima,19.4,26.1,32.8,3.2,66.92,78.98,91.03999999999999,0.125984
2007-11-01,7,Chiapas,16.9,23.2,29.5,41.4,62.42,73.75999999999999,85.1,1.629918
2007-11-01,8,Chihuahua,5.3,14.7,24.1,15.6,41.54,58.459999999999994,75.38,0.614172
2007-11-01,9,Ciudad de México,8.0,15.1,22.2,6.6,46.4,59.18,71.96,0.259842
2007-11-01,10,Durango,4.2,14.1,24.0,4.0,39.56,57.379999999999995,75.2,0.15748
2007-11-01,11,Guanajuato,7.7,16.9,26.1,10.0,45.86,62.42,78.98,0.39370000000000005
2007-11-01,12,Guerrero,16.9,24.2,31.6,2.0,62.42,75.56,88.88000000000001,0.07874
2007-11-01,13,Hidalgo,7.8,15.2,22.6,30.3,46.04,59.36,72.68,1.192911
2007-11-01,14,Jalisco,10.3,18.7,27.2,6.9,50.54,65.66,80.96,0.27165300000000003
2007-11-01,15,Estado de México,3.2,12.1,21.0,8.8,37.76,53.78,69.8,0.34645600000000004
2007-11-01,16,Michoacán,8.5,17.8,27.1,9.0,47.3,64.04,80.78,0.35433000000000003
2007-11-01,17,Morelos,11.0,19.6,28.2,0.9,51.8,67.28,82.75999999999999,0.035433000000000006
2007-11-01,18,Nayarit,17.0,25.3,33.6,3.4,62.6,77.54,92.48,0.133858
2007-11-01,19,Nuevo León,11.4,18.4,25.3,10.8,52.52,65.12,77.54,0.4251960000000001
2007-11-01,20,Oaxaca,16.7,22.8,29.0,17.5,62.059999999999995,73.04,84.2,0.688975
2007-11-01,21,Puebla,7.7,15.5,23.4,46.4,45.86,59.9,74.12,1.826768
2007-11-01,22,Querétaro,7.6,15.8,23.9,10.7,45.68,60.440000000000005,75.02,0.421259
2007-11-01,23,Quintana Roo,19.4,24.6,29.9,99.3,66.92,76.28,85.82,3.909441
2007-11-01,24,San Luis Potosí,12.2,19.2,26.2,22.1,53.96,66.56,79.16,0.8700770000000001
2007-11-01,25,Sinaloa,15.8,24.3,32.8,18.2,60.440000000000005,75.74000000000001,91.03999999999999,0.716534
2007-11-01,26,Sonora,10.9,19.9,28.9,28.2,51.620000000000005,67.82,84.02,1.110234
2007-11-01,27,Tabasco,19.5,24.4,29.2,109.0,67.1,75.92,84.56,4.29133
2007-11-01,28,Tamaulipas,14.5,20.7,26.9,22.8,58.1,69.25999999999999,80.42,0.8976360000000001
2007-11-01,29,Tlaxcala,2.8,12.7,22.6,7.6,37.04,54.86,72.68,0.299212
2007-11-01,30,Veracruz,15.1,20.4,25.8,105.9,59.18,68.72,78.44,4.169283
2007-11-01,31,Yucatán,17.2,23.4,29.6,20.4,62.959999999999994,74.12,85.28,0.803148
2007-11-01,32,Zacatecas,3.9,13.9,24.0,5.3,39.02,57.02,75.2,0.208661
2007-12-01,0,Mexico,9.1,16.9,24.7,15.1,48.379999999999995,62.42,76.46,0.594487
2007-12-01,1,Aguascalientes,3.4,13.7,24.1,0.4,38.12,56.66,75.38,0.015748
2007-12-01,2,Baja California,7.4,13.4,19.3,21.6,45.32,56.120000000000005,66.74000000000001,0.8503920000000001
2007-12-01,3,Baja California Sur,12.0,18.3,24.6,1.4,53.6,64.94,76.28,0.055118
2007-12-01,4,Campeche,17.8,23.8,29.7,9.6,64.04,74.84,85.46000000000001,0.377952
2007-12-01,5,Coahuila,6.6,14.8,23.1,0.8,43.879999999999995,58.64,73.58,0.031496
2007-12-01,6,Colima,17.3,24.5,31.7,12.6,63.14,76.1,89.06,0.496062
2007-12-01,7,Chiapas,15.8,22.4,29.0,19.2,60.440000000000005,72.32,84.2,0.755904
2007-12-01,8,Chihuahua,2.5,11.6,20.7,32.6,36.5,52.879999999999995,69.25999999999999,1.283462
2007-12-01,9,Ciudad de México,7.4,14.9,22.4,1.3,45.32,58.82,72.32,0.051181000000000004
2007-12-01,10,Durango,2.5,12.5,22.4,2.2,36.5,54.5,72.32,0.08661400000000001
2007-12-01,11,Guanajuato,7.2,16.4,25.7,2.2,44.96,61.519999999999996,78.25999999999999,0.08661400000000001
2007-12-01,12,Guerrero,15.5,23.3,31.1,4.3,59.9,73.94,87.98,0.169291
2007-12-01,13,Hidalgo,7.0,15.2,23.4,9.5,44.6,59.36,74.12,0.37401500000000004
2007-12-01,14,Jalisco,8.8,17.6,26.5,3.2,47.84,63.68,79.7,0.125984
2007-12-01,15,Estado de México,2.9,11.7,20.5,2.1,37.22,53.06,68.9,0.08267700000000001
2007-12-01,16,Michoacán,5.8,15.8,25.8,8.4,42.44,60.440000000000005,78.44,0.33070800000000006
2007-12-01,17,Morelos,11.1,19.4,27.6,0.7,51.98,66.92,81.68,0.027559
2007-12-01,18,Nayarit,13.8,22.6,31.4,0.0,56.84,72.68,88.52,0.0
2007-12-01,19,Nuevo León,8.6,16.4,24.2,0.8,47.48,61.519999999999996,75.56,0.031496
2007-12-01,20,Oaxaca,15.4,21.7,28.1,8.3,59.72,71.06,82.58,0.32677100000000003
2007-12-01,21,Puebla,7.1,15.3,23.6,25.5,44.78,59.540000000000006,74.48,1.003935
2007-12-01,22,Querétaro,6.9,15.5,24.2,1.0,44.42,59.9,75.56,0.03937
2007-12-01,23,Quintana Roo,19.4,24.4,29.4,42.7,66.92,75.92,84.91999999999999,1.6810990000000001
2007-12-01,24,San Luis Potosí,10.9,18.5,26.2,4.3,51.620000000000005,65.3,79.16,0.169291
2007-12-01,25,Sinaloa,12.0,20.3,28.6,31.7,53.6,68.54,83.48,1.248029
2007-12-01,26,Sonora,6.8,14.7,22.6,20.5,44.239999999999995,58.459999999999994,72.68,0.807085
2007-12-01,27,Tabasco,19.2,24.2,29.1,59.4,66.56,75.56,84.38000000000001,2.338578
2007-12-01,28,Tamaulipas,12.2,18.7,25.3,3.3,53.96,65.66,77.54,0.129921
2007-12-01,29,Tlaxcala,2.2,12.5,22.8,5.6,35.96,54.5,73.04,0.220472
2007-12-01,30,Veracruz,15.2,20.5,25.8,54.9,59.36,68.9,78.44,2.161413
2007-12-01,31,Yucatán,17.2,23.5,29.8,6.6,62.959999999999994,74.3,85.64,0.259842
2007-12-01,32,Zacatecas,3.0,13.2,23.3,1.2,37.4,55.76,73.94,0.047244
2008-01-01,0,Mexico,8.3,16.2,24.1,21.2,46.94,61.16,75.38,0.834644
2008-01-01,1,Aguascalientes,2.9,13.4,24.0,0.0,37.22,56.120000000000005,75.2,0.0
2008-01-01,2,Baja California,6.9,13.2,19.5,64.1,44.42,55.76,67.1,2.5236169999999998
2008-01-01,3,Baja California Sur,10.6,17.8,24.9,12.7,51.08,64.04,76.82,0.499999
2008-01-01,4,Campeche,17.4,23.4,29.5,25.2,63.32,74.12,85.1,0.992124
2008-01-01,5,Coahuila,5.5,13.8,22.1,5.6,41.9,56.84,71.78,0.220472
2008-01-01,6,Colima,17.3,24.6,31.9,0.0,63.14,76.28,89.41999999999999,0.0
2008-01-01,7,Chiapas,15.8,22.5,29.2,69.9,60.440000000000005,72.5,84.56,2.7519630000000004
2008-01-01,8,Chihuahua,1.8,10.8,19.7,20.2,35.24,51.44,67.46,0.795274
2008-01-01,9,Ciudad de México,7.1,14.4,21.7,0.1,44.78,57.92,71.06,0.003937
2008-01-01,10,Durango,1.9,12.0,22.1,0.3,35.42,53.6,71.78,0.011811
2008-01-01,11,Guanajuato,5.5,14.9,24.3,0.6,41.9,58.82,75.74000000000001,0.023622
2008-01-01,12,Guerrero,16.0,23.7,31.4,0.0,60.8,74.66,88.52,0.0
2008-01-01,13,Hidalgo,6.4,14.5,22.6,13.3,43.519999999999996,58.1,72.68,0.523621
2008-01-01,14,Jalisco,8.3,17.6,26.8,0.0,46.94,63.68,80.24000000000001,0.0
2008-01-01,15,Estado de México,2.7,11.3,19.9,0.2,36.86,52.34,67.82,0.007874
2008-01-01,16,Michoacán,7.6,17.2,26.9,0.2,45.68,62.959999999999994,80.42,0.007874
2008-01-01,17,Morelos,10.7,19.4,28.1,0.0,51.26,66.92,82.58,0.0
2008-01-01,18,Nayarit,12.8,22.2,31.7,0.0,55.04,71.96,89.06,0.0
2008-01-01,19,Nuevo León,6.9,14.5,22.2,29.4,44.42,58.1,71.96,1.157478
2008-01-01,20,Oaxaca,15.1,21.5,27.9,28.2,59.18,70.7,82.22,1.110234
2008-01-01,21,Puebla,6.6,14.7,22.7,35.8,43.879999999999995,58.459999999999994,72.86,1.409446
2008-01-01,22,Querétaro,6.6,15.2,23.8,0.0,43.879999999999995,59.36,74.84,0.0
2008-01-01,23,Quintana Roo,19.0,23.9,28.9,62.5,66.2,75.02,84.02,2.4606250000000003
2008-01-01,24,San Luis Potosí,9.8,17.4,25.0,10.7,49.64,63.32,77.0,0.421259
2008-01-01,25,Sinaloa,10.5,19.5,28.6,0.3,50.9,67.1,83.48,0.011811
2008-01-01,26,Sonora,6.3,14.6,22.9,11.0,43.34,58.28,73.22,0.43307
2008-01-01,27,Tabasco,19.0,23.6,28.3,259.7,66.2,74.48,82.94,10.224389
2008-01-01,28,Tamaulipas,11.1,17.6,24.0,22.0,51.98,63.68,75.2,0.86614
2008-01-01,29,Tlaxcala,1.9,11.8,21.8,0.4,35.42,53.24,71.24000000000001,0.015748
2008-01-01,30,Veracruz,14.2,19.3,24.4,50.2,57.56,66.74000000000001,75.92,1.9763740000000003
2008-01-01,31,Yucatán,16.8,23.2,29.5,29.9,62.24,73.75999999999999,85.1,1.177163
2008-01-01,32,Zacatecas,2.5,12.8,23.2,0.0,36.5,55.04,73.75999999999999,0.0
2008-02-01,0,Mexico,9.3,18.1,27.0,13.2,48.74,64.58,80.6,0.519684
2008-02-01,1,Aguascalientes,3.6,15.1,26.6,3.1,38.48,59.18,79.88,0.12204700000000002
2008-02-01,2,Baja California,6.6,13.4,20.3,35.3,43.879999999999995,56.120000000000005,68.54,1.389761
2008-02-01,3,Baja California Sur,9.7,17.7,25.8,0.0,49.46,63.86,78.44,0.0
2008-02-01,4,Campeche,18.5,25.1,31.7,66.3,65.3,77.18,89.06,2.610231
2008-02-01,5,Coahuila,8.3,17.5,26.6,0.1,46.94,63.5,79.88,0.003937
2008-02-01,6,Colima,16.4,24.4,32.5,0.0,61.519999999999996,75.92,90.5,0.0
2008-02-01,7,Chiapas,16.6,23.6,30.7,50.6,61.88,74.48,87.26,1.9921220000000002
2008-02-01,8,Chihuahua,2.7,13.1,23.5,1.4,36.86,55.58,74.3,0.055118
2008-02-01,9,Ciudad de México,8.4,16.2,24.0,2.9,47.120000000000005,61.16,75.2,0.114173
2008-02-01,10,Durango,2.9,13.9,24.8,1.2,37.22,57.02,76.64,0.047244
2008-02-01,11,Guanajuato,6.7,17.0,27.2,2.5,44.06,62.6,80.96,0.09842500000000001
2008-02-01,12,Guerrero,16.3,24.3,32.4,0.0,61.34,75.74000000000001,90.32,0.0
2008-02-01,13,Hidalgo,7.5,16.2,24.9,5.5,45.5,61.16,76.82,0.216535
2008-02-01,14,Jalisco,9.0,18.2,27.3,0.8,48.2,64.75999999999999,81.14,0.031496
2008-02-01,15,Estado de México,3.8,13.2,22.7,1.1,38.839999999999996,55.76,72.86,0.043307000000000005
2008-02-01,16,Michoacán,7.3,17.4,27.6,0.8,45.14,63.32,81.68,0.031496
2008-02-01,17,Morelos,11.4,21.1,30.9,0.4,52.52,69.98,87.61999999999999,0.015748
2008-02-01,18,Nayarit,12.8,22.9,33.1,0.0,55.04,73.22,91.58000000000001,0.0
2008-02-01,19,Nuevo León,9.5,18.5,27.5,5.2,49.1,65.3,81.5,0.20472400000000002
2008-02-01,20,Oaxaca,16.1,22.8,29.6,5.1,60.980000000000004,73.04,85.28,0.200787
2008-02-01,21,Puebla,7.6,16.1,24.7,17.9,45.68,60.980000000000004,76.46,0.704723
2008-02-01,22,Querétaro,7.5,16.7,25.9,6.3,45.5,62.059999999999995,78.62,0.248031
2008-02-01,23,Quintana Roo,20.1,25.1,30.1,28.0,68.18,77.18,86.18,1.10236
2008-02-01,24,San Luis Potosí,10.5,19.5,28.6,10.8,50.9,67.1,83.48,0.4251960000000001
2008-02-01,25,Sinaloa,10.2,20.4,30.6,1.0,50.36,68.72,87.08000000000001,0.03937
2008-02-01,26,Sonora,6.1,15.8,25.6,3.5,42.980000000000004,60.440000000000005,78.08,0.137795
2008-02-01,27,Tabasco,19.7,25.1,30.4,115.8,67.46,77.18,86.72,4.559046
2008-02-01,28,Tamaulipas,13.6,20.9,28.2,22.9,56.48,69.62,82.75999999999999,0.901573
2008-02-01,29,Tlaxcala,2.9,13.3,23.8,4.7,37.22,55.94,74.84,0.185039
2008-02-01,30,Veracruz,15.3,21.2,27.0,31.6,59.540000000000006,70.16,80.6,1.2440920000000002
2008-02-01,31,Yucatán,17.5,24.6,31.6,87.1,63.5,76.28,88.88000000000001,3.429127
2008-02-01,32,Zacatecas,3.2,14.3,25.4,4.0,37.76,57.74,77.72,0.15748
2008-03-01,0,Mexico,10.9,19.7,28.5,7.9,51.620000000000005,67.46,83.3,0.31102300000000005
2008-03-01,1,Aguascalientes,5.0,16.5,28.0,0.0,41.0,61.7,82.4,0.0
2008-03-01,2,Baja California,7.7,15.3,22.9,0.8,45.86,59.540000000000006,73.22,0.031496
2008-03-01,3,Baja California Sur,12.2,19.7,27.3,0.8,53.96,67.46,81.14,0.031496
2008-03-01,4,Campeche,18.2,25.6,32.9,28.7,64.75999999999999,78.08,91.22,1.1299190000000001
2008-03-01,5,Coahuila,10.7,19.4,28.1,6.5,51.26,66.92,82.58,0.255905
2008-03-01,6,Colima,16.5,24.3,32.2,0.0,61.7,75.74000000000001,89.96000000000001,0.0
2008-03-01,7,Chiapas,17.0,24.2,31.4,33.3,62.6,75.56,88.52,1.311021
2008-03-01,8,Chihuahua,5.4,15.3,25.2,2.6,41.72,59.540000000000006,77.36,0.10236200000000001
2008-03-01,9,Ciudad de México,9.8,17.4,25.1,3.1,49.64,63.32,77.18,0.12204700000000002
2008-03-01,10,Durango,5.3,15.9,26.5,0.1,41.54,60.62,79.7,0.003937
2008-03-01,11,Guanajuato,17.0,25.4,33.8,0.2,62.6,77.72,92.84,0.007874
2008-03-01,12,Guerrero,17.8,24.1,30.5,0.1,64.04,75.38,86.9,0.003937
2008-03-01,13,Hidalgo,8.1,17.2,26.4,15.9,46.58,62.959999999999994,79.52,0.6259830000000001
2008-03-01,14,Jalisco,10.3,20.2,30.2,0.1,50.54,68.36,86.36,0.003937
2008-03-01,15,Estado de México,5.4,14.6,23.8,1.9,41.72,58.28,74.84,0.074803
2008-03-01,16,Michoacán,9.3,19.2,29.0,0.0,48.74,66.56,84.2,0.0
2008-03-01,17,Morelos,14.2,22.9,31.7,0.0,57.56,73.22,89.06,0.0
2008-03-01,18,Nayarit,13.8,23.7,33.6,0.4,56.84,74.66,92.48,0.015748
2008-03-01,19,Nuevo León,11.4,20.0,28.7,7.5,52.52,68.0,83.66,0.295275
2008-03-01,20,Oaxaca,16.6,23.8,31.0,8.0,61.88,74.84,87.8,0.31496
2008-03-01,21,Puebla,8.6,17.3,25.9,12.7,47.48,63.14,78.62,0.499999
2008-03-01,22,Querétaro,9.2,18.1,26.9,1.4,48.56,64.58,80.42,0.055118
2008-03-01,23,Quintana Roo,20.6,25.7,30.8,46.1,69.08,78.25999999999999,87.44,1.8149570000000002
2008-03-01,24,San Luis Potosí,12.5,21.5,30.4,5.7,54.5,70.7,86.72,0.22440900000000003
2008-03-01,25,Sinaloa,11.9,21.7,31.5,1.6,53.42,71.06,88.7,0.062992
2008-03-01,26,Sonora,8.4,18.3,28.2,0.4,47.120000000000005,64.94,82.75999999999999,0.015748
2008-03-01,27,Tabasco,19.5,25.4,31.2,63.9,67.1,77.72,88.16,2.515743
2008-03-01,28,Tamaulipas,14.8,22.0,29.2,3.3,58.64,71.6,84.56,0.129921
2008-03-01,29,Tlaxcala,4.0,14.4,24.9,3.2,39.2,57.92,76.82,0.125984
2008-03-01,30,Veracruz,15.9,22.0,28.2,17.9,60.62,71.6,82.75999999999999,0.704723
2008-03-01,31,Yucatán,18.3,25.4,32.6,45.9,64.94,77.72,90.68,1.807083
2008-03-01,32,Zacatecas,4.9,15.8,26.8,0.7,40.82,60.440000000000005,80.24000000000001,0.027559
2008-04-01,0,Mexico,13.7,22.5,31.4,19.7,56.66,72.5,88.52,0.775589
2008-04-01,1,Aguascalientes,8.0,19.4,30.9,13.2,46.4,66.92,87.61999999999999,0.519684
2008-04-01,2,Baja California,9.8,17.6,25.4,0.0,49.64,63.68,77.72,0.0
2008-04-01,3,Baja California Sur,13.9,21.6,29.4,0.0,57.02,70.88,84.91999999999999,0.0
2008-04-01,4,Campeche,21.2,28.4,35.7,54.8,70.16,83.12,96.26,2.157476
2008-04-01,5,Coahuila,15.0,23.5,32.0,15.5,59.0,74.3,89.6,0.6102350000000001
2008-04-01,6,Colima,18.0,25.5,33.1,0.0,64.4,77.9,91.58000000000001,0.0
2008-04-01,7,Chiapas,19.2,26.4,33.6,90.8,66.56,79.52,92.48,3.574796
2008-04-01,8,Chihuahua,8.3,18.4,28.6,0.3,46.94,65.12,83.48,0.011811
2008-04-01,9,Ciudad de México,12.5,19.9,27.3,39.4,54.5,67.82,81.14,1.551178
2008-04-01,10,Durango,7.7,18.8,29.9,2.1,45.86,65.84,85.82,0.08267700000000001
2008-04-01,11,Guanajuato,19.8,27.6,35.5,3.8,67.64,81.68,95.9,0.149606
2008-04-01,12,Guerrero,15.2,24.0,32.9,11.2,59.36,75.2,91.22,0.440944
2008-04-01,13,Hidalgo,11.7,20.3,28.9,41.6,53.06,68.54,84.02,1.6377920000000001
2008-04-01,14,Jalisco,12.3,22.4,32.5,5.0,54.14,72.32,90.5,0.19685000000000002
2008-04-01,15,Estado de México,8.2,17.0,25.9,32.1,46.76,62.6,78.62,1.2637770000000002
2008-04-01,16,Michoacán,12.0,22.0,32.0,11.2,53.6,71.6,89.6,0.440944
2008-04-01,17,Morelos,15.9,24.8,33.7,13.9,60.62,76.64,92.66,0.547243
2008-04-01,18,Nayarit,15.0,25.4,35.9,0.0,59.0,77.72,96.61999999999999,0.0
2008-04-01,19,Nuevo León,16.0,24.3,32.6,30.9,60.8,75.74000000000001,90.68,1.216533
2008-04-01,20,Oaxaca,19.3,26.3,33.4,23.2,66.74000000000001,79.34,92.11999999999999,0.913384
2008-04-01,21,Puebla,11.3,19.7,28.2,82.0,52.34,67.46,82.75999999999999,3.22834
2008-04-01,22,Querétaro,12.3,21.0,29.7,3.4,54.14,69.8,85.46000000000001,0.133858
2008-04-01,23,Quintana Roo,22.5,27.4,32.4,17.4,72.5,81.32,90.32,0.685038
2008-04-01,24,San Luis Potosí,16.1,25.0,33.8,32.2,60.980000000000004,77.0,92.84,1.2677140000000002
2008-04-01,25,Sinaloa,13.9,24.1,34.3,0.0,57.02,75.38,93.74,0.0
2008-04-01,26,Sonora,10.8,21.2,31.7,0.0,51.44,70.16,89.06,0.0
2008-04-01,27,Tabasco,21.9,28.0,34.1,146.3,71.42,82.4,93.38000000000001,5.759831000000001
